area;parc;parc;ni;especies;h2014;h2015;h2016;h2017;h2018;h2022;h2023;h2025;x;y
1;18;9D;554;Baccharis uncinella;1,9;2,1;2,3;;M;M;;M;89,95;-9,35
1;18;9D;M252;Myrceugenia oxysepala;;;1,1;;2;2,5;;M;88,3;-7,99
1;18;9D;M259;Baccharis uncinella;1,7;1,9;2,1;;2,2;3,1;;1,9;87,5;-8,51
1;18;9D;560;Baccharis uncinella;2,3;2,44;3;;3,1;M;;M;87,03;-9,08
1;18;9D;561;Baccharis uncinella;2,35;2,02;2,15;;M;M;;M;87,24;-9,6
1;18;9D;M248;Berberis laurina;;;1,55;;1,4;1,45;;1,55;84,54;-5,13
1;18;9D;573;Berberis laurina;;1,12;1,3;;1,5;1,6;;M;84,12;-4,67
1;18;9D;574;Baccharis uncinella;1,65;2,12;2,1;;M;M;;M;86,88;-5,96
1;18;9D;575;Baccharis uncinella;2,2;2,41;2,6;;M;M;;M;86,8;-2,96
1;18;9D;1644;Baccharis uncinella;1,9;2,24;2,6;;2,4;M;;M;87,34;-4,8
1;18;9D;577;Baccharis uncinella;2,05;2,4;2,8;;2,5;M;;M;87,5;-3,22
1;18;9D;M259;Myrceugenia oxysepala;;;1,25;;1,4;1,9;;M;85;-0,54
1;18;9D;580;Baccharis uncinella;2,4;3,26;2,8;;3,3;M;;M;84,55;-1,39
1;18;9D;D2226;Baccharis uncinella;2,3;3,13;2,7;;3;M;;M;82,22;-1,11
1;18;9D;582;Baccharis uncinella;2;2,34;2,4;;3;M;;M;81,92;-2,62
1;18;9D;j212;Myrceugenia miersiana;;;1,3;;1,5;1,9;;M;85,8;­4,88
1;18;9D;578;Berberis laurina;;;;;1,25;M;;M;87,5;-3,22
1;18;9D;M474;Berberis laurina;;;;;1,1;1;;1,4;88,2;-7,72
1;18;9D;J201;Myrceugenia regnelliana;;;;;1,25;1,5;;1,7;87,2;-7,49
1;18;9D;H173;Myrceugenia regnelliana;;;;;1,3;1,8;;1,8;89,9;-9,43
1;18;9D;M251;Berberis laurina;;;;;1,5;1,7;;1,6;89,1;-8,2
1;18;9D;M460;Baccharis uncinella;;;;;;1,45;;2,1;84;-6
1;18;9D;M461;Berberis laurina;;;;;;1,1;;M;;
1;18;9D;M462;Baccharis uncinella;;;;;;1,6;;M;;
1;18;9D;M463;Baccharis uncinella;;;;;;1,5;;2,1;85;-9,5
1;18;9D;564;Solanum cassioides;;;;;;3;;M;;
1;18;9D;M476;Myrceugenia euosma;;;;;;3;;3;88,9;-7,5
1;18;9D;M257;Baccharis uncinella;;;;;;1,5;;M;;
1;18;9D;M256;Myrceugenia regnelliana;;;;;;1,2;;M;;
1;18;9D;M255;Myrceugenia oxysepala;;;;;;1,1;;1,5;87;-9,5
1;18;9D;M254;Solanum cassioides;;;;;;1,2;;1,6;88,5;-9,4
1;18;9D;M253;Solanum sanctaecatharinae;;;;;;1,35;;M;;
1;18;9D;M250;Berberis laurina;;;;;;1,35;;M;;
1;18;9D;M247;Vernonanthura montevidensis;;;;;;1,4;;1,8;;
1;18;9D;M246;Myrceugenia oxysepala;;;;;;1,1;;M;;
1;18;9D;H154;Baccharis uncinella;;;;;;;;1,5;88;-0,3
1;18;9D;H176;Baccharis uncinella;;;;;;;;2;87;-7
1;18;9D;H182;Myrceugenia euosma;;;;;;;;1,7;87;-9
1;18;9D;H180;Berberis laurina;;;;;;;;1,2;84;-6
1;18;9D;H103;Baccharis uncinella;;;;;;;;2,6;87;-8,5
1;18;9D;H140;Baccharis uncinella;;;;;;;;2,5;87;8,5
1;18;9D;H185;Baccharis uncinella;;;;;;;;2,5;87;-8
1;18;9D;H189;Symplocos pentandra;;;;;;;;1,05;84;-5,5
1;18;9D;H184;Berberis laurina;;;;;;;;1,1;88;-2
1;18;9D;H197;Myrceugenia euosma;;;;;;;;1,95;85;-5
1;18;9D;H120;Myrceugenia regnelliana;;;;;;;;1,05;87,5;-8
1;18;9D;H181;Solanum cassioides;;;;;;;;1,25;87,3;7
1;18;9D;H157;Myrsine coriacea;;;;;;;;1,3;89;-1,5
1;19;10E;D2638;Baccharis uncinella;1,8;1,9;2,15;;2,3;M;;M;97,2;0,2
1;19;10E;617;Myrceugenia euosma;1,2;1,44;1,38;;1,6;1,6;;M;96,37;1,99
1;19;10E;H304;Baccharis uncinella;1,5;1,82;0,72;;2,4;2,5;;3;96,5;2,71
1;19;10E;619;Baccharis uncinella;;1,03;1,04;;1,5;M;;M;98,3;3,34
1;19;10E;D1640;Baccharis uncinella;;;1,05;;1,6;M;;M;98,16;3,9
1;19;10E;621;Baccharis uncinella;;1,03;0,94;;1,5;M;;M;99,7;2,73
1;19;10E;D1642;Baccharis uncinella;1,75;1,96;2;;2,3;M;;M;98,6;5,11
1;19;10E;D1641;Baccharis uncinella;2,4;2,44;3;;3,3;M;;M;94,46;6,44
1;19;10E;j227;Baccharis uncinella;2,2;2,36;2,3;;M;M;;M;94,3;7,65
1;19;10E;M95;Myrceugenia euosma;;1,15;1,5;;1,5;1,5;;1,8;98,6;7,37
1;19;10E;D1643;Solanum paranense;;1,12;1,1;;1,3;1,4;;1,8;98,7;7,7
1;19;10E;633;Solanum paranense;;1,1;1,15;;1,15;1,2;;1,5;98,9;7,86
1;19;10E;634;Myrceugenia euosma;;;1,2;;1,45;1,6;;2;98,54;8,16
1;19;10E;636;Myrceugenia regnelliana;;;1,15;;1,1;1,1;;1,7;91,47;9,35
1;19;10E;637;Baccharis microdonta;1,8;2,64;1,9;;M;M;;M;92,28;6,99
1;19;10E;M93;Baccharis uncinella;2,1;2,22;2,35;;2,2;2,3;;M;91,93;3,61
1;19;10E;D1645;Myrceugenia euosma;;1,07;1,5;;1,45;1,8;;2;92,94;4,62
1;19;10E;H308;Myrceugenia euosma;1,5;1,71;1,8;;2;1,9;;2,2;93,67;0,92
1;19;10E;M111;Solanum cassioides;;1;1,05;;1;1,2;;M;96,2;1,43
1;19;10E;648;Baccharis uncinella;;;1,1;;M;M;;M;95,56;2,68
1;19;10E;M107;Baccharis uncinella;;;1,2;;2;2,5;;M;99,1;1,5
1;19;10E;J206;Myrceugenia oxysepala;;;;;1,25;1,4;;1,5;95,8;2,2
1;19;10E;H544;Myrceugenia regnelliana;;;;;1;1,2;;1,3;99,7;3
1;19;10E;D1614;Solanum paranense;;;;;1,05;1,2;;1,5;93,2;9,6
1;19;10E;D1646;Myrceugenia regnelliana;;;;;1;1,1;;1,2;92,8;9,6
1;19;10E;M111;Solanum cassioides;;;;;;1,2;;M;;
1;19;10E;1226;Baccharis uncinella;;;;;;2,5;;M;;
1;19;10E;D1638;Baccharis uncinella;;;;;;2,5;;M;;
1;19;10E;M109;NI;;;;;;1,1;;M;;
1;19;10E;M106;Baccharis uncinella;;;;;;1,7;;M;;
1;19;10E;M108;Baccharis uncinella;;;;;;1,8;;2,2;;
1;19;10E;M105;Baccharis uncinella;;;;;;1,5;;2,2;;
1;19;10E;M103;Baccharis uncinella;;;;;;1,8;;M;;
1;19;10E;M101;Baccharis uncinella;;;;;;1,4;;2;97;0,5
1;19;10E;M96;Baccharis uncinella;;;;;;1,25;;M;;
1;19;10E;M104;Drimys angustifolia;;;;;;1,1;;1,9;90;5
1;19;10E;M92;Baccharis uncinella;;;;;;2,2;;M;98;7
1;19;10E;M98;Solanum paranense;;;;;;1,1;;M;98;7
1;19;10E;M170;Baccharis uncinella;;;;;;1,5;;2;99;7
1;19;10E;M160;Berberis laurina;;;;;;1,3;;1,7;98;4
1;19;10E;M152;Myrceugenia regnelliana;;;;;;1,2;;1,2;99;4
1;19;10E;H554;Solanum paranense;;;;;;;;1,2;99;7,5
1;19;10E;H540;Solanum paranense;;;;;;;;1,2;100;1
1;19;10E;H547;Solanum paranense;;;;;;;;1,3;100;1
1;19;10E;H546;Myrceugenia regnelliana;;;;;;;;1,2;100;1,5
1;19;10E;H556;Solanum paranense;;;;;;;;1,3;98,5;2
1;19;10E;H535;Solanum paranense;;;;;;;;1,1;90,5;2
1;19;10E;H553;Baccharis uncinella;;;;;;;;1,6;91,5;5
1;19;10E;H552;Myrceugenia euosma;;;;;;;;1,2;91,5;8
1;19;10E;H550;Solanum paranense;;;;;;;;1,2;92,5;9
1;19;10E;H549;Baccharis uncinella;;;;;;;;2;91,5;9
1;19;10E;H543;Baccharis uncinella;;;;;;;;2;91,5;9
1;19;10E;H521;Baccharis uncinella;;;;;;;;1,8;91;9,5
1;19;10E;H18;Myrceugenia euosma;;;;;;;;1,2;99;8
1;19;10E;H334;Baccharis uncinella;;;;;;;;1,8;95;4,5
1;19;10E;H307;Baccharis uncinella;;;;;;;;1,3;92;9,5
1;19;10E;H376;Baccharis uncinella;;;;;;;;1,2;98,6;4
1;19;10E;H33;Baccharis uncinella;;;;;;;;1,7;91,5;9,5
1;19;10E;H309;Myrceugenia euosma;;;;;;;;1,3;99;9
1;19;10E;H340;Solanum cassioides;;;;;;;;1,3;96;1,5
1;19;10E;H343;Berberis laurina;;;;;;;;1,1;97;0,5
1;19;10E;H338;Myrceugenia euosma;;;;;;;;1,1;91;8
1;19;10E;H325;Baccharis uncinella;;;;;;;;1,5;92,8;8,6
1;20;10D;M479;Myrceugenia regnelliana;1;1,11;1,35;;1,18;1,5;;1,65;92,26;-0,87
1;20;10D;588;Baccharis uncinella;2,1;2,23;2,5;;M;M;;M;92,75;-2,59
1;20;10D;589;Baccharis uncinella;2,15;2,54;2,5;;M;M;;M;94,34;-2,42
1;20;10D;590;Myrceugenia euosma;;1,32;1,65;;1,8;2;;2,6;94,7;-0,99
1;20;10D;591;Baccharis uncinella;2;2;2,3;;M;M;;M;96,2;-2,46
1;20;10D;D833;Baccharis uncinella;1,95;2,32;2,3;;2,5;M;;M;93,9;-4,47
1;20;10D;D816;Baccharis uncinella;2,1;2,44;2,6;;3,1;M;;M;93,6;-5,47
1;20;10D;594;Baccharis uncinella;2,2;2,61;2,6;;3,1;M;;M;95,61;-4,59
1;20;10D;D838;Baccharis uncinella;2,25;2,6;2,93;;3,3;M;;M;95,74;-5,5
1;20;10D;D821;Baccharis uncinella;2,1;2,31;2,4;;3;M;;M;96,5;-6,18
1;20;10D;597;Baccharis uncinella;1,95;2,35;2,3;;3;M;;M;98,31;-5,39
1;20;10D;D812;Baccharis uncinella;2,05;2,15;2,35;;1,6;M;;M;98,2;-6,64
1;20;10D;599;Baccharis microdonta;2,1;2,44;2,6;;M;M;;M;95,4;-7,3
1;20;10D;600;Baccharis uncinella;1,6;1,68;1,9;;M;M;;M;94,98;-7,74
1;20;10D;604;Baccharis uncinella;1,9;2,1;2,2;;M;M;;M;98,98;-7,96
1;20;10D;605;Baccharis uncinella;2,15;2,36;2,55;;M;M;;M;99,5;-7,24
1;20;10D;606;Baccharis uncinella;2;2,45;2,4;;M;M;;M;99,7;-5,79
1;20;10D;607;Baccharis uncinella;1,9;2,15;2,3;;M;M;;M;99,3;-4,24
1;20;10D;608;Schinus spp.;1,1;1,35;1,35;;2,1;2;;M;99,38;-3,62
1;20;10D;H232;Myrceugenia euosma;;1,12;1,45;;1,9;2,1;;2,1;99,43;-3,85
1;20;10D;610;Baccharis microdonta;1,48;1,94;2;;M;M;;M;98,4;-3,7
1;20;10D;1493;Solanum paranense;;1,02;1,07;;1,05;1,2;;1,75;98,5;­9,5
1;20;10D;D825;Vernonanthura montevidensis;;;;;2,4;M;;M;98,3;-7,12
1;20;10D;D829;Solanum pseudocapsicum;;;;;1;M;;M;98,1;-4,65
1;20;10D;M468;Myrceugenia euosma;;;;;1,68;2,1;;2,1;99,6;-9,29
1;20;10D;D806;Myrceugenia glaucescens;;;;;1,05;1,3;;1,55;94,6;-6,99
1;20;10D;M465;Vernonanthura montevidensis;;;;;;2,5;;M;;
1;20;10D;M467;Myrceugenia euosma;;;;;;2,5;;M;;
1;20;10D;M466;Myrceugenia euosma;;;;;;2,5;;2,2;99,9;-2,5
1;20;10D;M469;Baccharis microdonta;;;;;;1,6;;1,9;;
1;20;10D;M470;Baccharis microdonta;;;;;;1,4;;M;;
1;20;10D;M471;Baccharis microdonta;;;;;;1,65;;M;;
1;20;10D;M472;Baccharis uncinella;;;;;;1,5;;2;90,5;-0,2
1;20;10D;M473;Berberis laurina;;;;;;1,3;;1,5;;
1;20;10D;M474;Berberis laurina;;;;;;1;;1,2;;
1;20;10D;M475;Berberis laurina;;;;;;1;;1,55;;
1;20;10D;M477;Baccharis uncinella;;;;;;1,05;;M;;
1;20;10D;M478;Baccharis uncinella;;;;;;1,05;;M;;
1;20;10D;H178;Myrsine coriacea;;;;;;;;1,75;;
1;20;10D;H177;Baccharis uncinella;;;;;;;;1,6;99,6;-10
1;20;10D;H179;Vernonanthura montevidensis;;;;;;;;2,1;;
1;20;10D;H252;Myrceugenia euosma;;;;;;;;1,15;94,6;
1;20;10D;H268;Berberis laurina;;;;;;;;1,5;92;-7,3
1;20;10D;H206;Solanum cassioides;;;;;;;;1,55;90;-9
1;20;10D;H243;Solanum paranense;;;;;;;;1,6;92;-0,87
1;20;10D;H299;Cestrum corymbosum ;;;;;;;;1,6;91;-0,1
1;20;10D;H228;Myrceugenia euosma;;;;;;;;2,2;99,9;-2
1;20;10D;H209;Schinus spp.;;;;;;;;2,1;97,7;-2,5
1;20;10D;H158;Vernonanthura montevidensis;;;;;;;;2;57;-5,5
1;20;10D;H155;Vernonanthura montevidensis;;;;;;;;1,75;96;-5
1;20;10D;H110;Baccharis uncinella;;;;;;;;2,2;98,5;-5,5
1;20;10D;H231;Schinus spp.;;;;;;;;1,5;99,8;-3,7
1;20;10D;H172;Cestrum corymbosum ;;;;;;;;1,15;97;-4
1;20;10D;H122;Vernonanthura montevidensis;;;;;;;;1,4;96;-6,5
1;20;10D;H258;Myrsine coriacea;;;;;;;;1,55;95,5;-7
1;20;10D;H175;Solanum paranense;;;;;;;;2;97;-7
1;20;10D;H173;Myrceugenia regnelliana;;;;;;;;1,9;92;-9
1;20;10D;H183;Schinus spp.;;;;;;;;1,5;90;-7,5
2;21;1E;M754;Solanum paranense;;1;1,02;;1;1,1;;1,4;0,72;0,42
2;21;1E;660;Baccharis uncinella;2,42;M;M;;M;M;;M;0,72;5,12
2;21;1E;661;Baccharis uncinella;2,48;2,2;2,4;;M;M;;M;0,87;5,53
2;21;1E;662;Vernonanthura montevidensis;2,73;3;2,3;;3,2;3,3;;M;0,1;7,93
2;21;1E;666;Baccharis microdonta;;1,05;1,1;;M;M;;M;1,49;9,01
2;21;1E;667;Myrceugenia euosma;1,84;1,9;2,2;;2,2;AD;;AD;4,08;7,67
2;21;1E;668;Aiouea amoena;2,32;2,72;2,8;;4;M;;M;3,98;8,41
2;21;1E;670;Myrceugenia euosma;1,33;1,7;1,82;;2,1;3;;3,5;4,95;9,46
2;21;1E;673;Myrceugenia euosma;;1,06;1,12;;1,35;1,9;;M;6,38;7,44
2;21;1E;M749;Drimys angustifolia;;1;1,75;;1,8;1,95;;2,9;6,48;7,22
2;21;1E;677;Campovassouria cruciata;1,4;0,63;M;;M;M;;M;5,85;2,59
2;21;1E;680;Myrsine coriacea;1,04;M;M;;M;M;;M;7,62;2,29
2;21;1E;681;Solanum paranense;1,6;1,73;1,7;;1,95;M;;M;7,1;0,61
2;21;1E;682;Campovassouria cruciata;2,05;2,1;2,15;;2,15;M;;M;8,38;1,62
2;21;1E;684;Myrsine coriacea;;1;1,2;;1,3;2,05;;M;7,44;2,75
2;21;1E;686;Baccharis uncinella;3,05;2,5;2,8;;M;M;;M;8,03;4,48
2;21;1E;j232;Baccharis uncinella;3;2,6;2,9;;M;M;;M;9,04;4,11
2;21;1E;j242;Baccharis uncinella;3,05;3,25;3,4;;M;M;;M;9,15;5,51
2;21;1E;689;Myrsine coriacea;1,08;0,86;1,5;;M;M;;M;9,28;7,93
2;21;1E;692;Araucaria angustifolia;;;1,04;;1,11;1,6;;2;7,98;8,27
2;21;1E;H665;Myrceugenia euosma;1,79;1,9;2,1;;2,84;3,1;;3,2;8,14;9
2;21;1E;M709;Drimys angustifolia;;1,65;1,8;;1,74;1,9;;2,2;7,09;9,43
2;21;1E;M748;Myrsine coriacea;1,4;1,7;1,9;;2,5;3,4;;3,5;8,51;5,46
2;21;1E;700;Solanum paranense;1,6;1,73;1,75;;1,8;2;;M;0,16;2,34
2;21;1E;733;Myrceugenia euosma;;1,05;0,96;;1,2;1,3;;1,5;9,9;0,42
2;21;1E;M747;Myrsine coriacea;;1,12;1,7;;2,1;3,2;;AD;7,44;1,75
2;21;1E;j231;Campovassouria cruciata;;;1,7;;2,2;2,3;;M;3,7;5,08
2;21;1E;M753;Berberis laurina;;1,15;1,2;;1,57;1,9;;2,2;5,85;4,34
2;21;1E;H738;Drimys angustifolia;;;1,1;;1,53;2,4;;3,4;8,2;3,29
2;21;1E;H726;Myrsine coriacea;;;1,85;;2;3,8;;1,1;8,2;3,8
2;21;1E;D525;Myrsine coriacea;;;1;;1,25;M;;M;6,7;10
2;21;1E;671;Myrceugenia regnelliana;;;;;1,7;1,7;;AD;4,5;8,76
2;21;1E;D528;Solanum paranense;;;;;2,5;M;;M;0,7;7,44
2;21;1E;D2356;Myrsine coriacea;;;;;2,3;2,2;;2,8;5,5;9,19
2;21;1E;M709;Myrsine coriacea;;;;;2,3;2,7;;M;5,6;9,26
2;21;1E;D2224;Solanum paranense;;;;;1,4;2;;M;6,3;9,46
2;21;1E;D2744;Solanum paranense;;;;;2,2;2,8;;2,8;6,9;8,65
2;21;1E;D2630;Myrsine coriacea;;;;;1,82;3,45;;4;6,3;7,55
2;21;1E;D2645;Myrsine coriacea;;;;;1,25;1,5;;1,9;7;8,65
2;21;1E;M710;Myrsine coriacea;;;;;1,19;2,05;;2,7;7;8,43
2;21;1E;M682;Campovassouria cruciata;;;;;;2;;M;;
2;21;1E;M685;Vernonanthura montevidensis;;;;;;1,8;;M;;
2;21;1E;M719;Aiouea amoena;;;;;;1;;1,75;;
2;21;1E;M717;Myrsine coriacea;;;;;;1,3;;1,85;;
2;21;1E;M705;Myrsine coriacea;;;;;;3;;3,5;;
2;21;1E;M746;Vernonanthura montevidensis;;;;;;1,45;;M;;
2;21;1E;M704;Solanum paranense;;;;;;1,4;;1,5;;
2;21;1E;M714;Myrsine coriacea;;;;;;1,9;;M;;
2;21;1E;M742;Myrsine coriacea;;;;;;2,2;;M;;
2;21;1E;M712;Myrsine coriacea;;;;;;1,4;;M;;
2;21;1E;M707;Myrsine coriacea;;;;;;1,2;;M;;
2;21;1E;M756;Drimys angustifolia;;;;;;2,3;;3;;
2;21;1E;M741;Vernonanthura montevidensis;;;;;;1,85;;M;;
2;21;1E;M755;Drimys angustifolia;;;;;;1,4;;M;;
2;21;1E;M757;Drimys angustifolia;;;;;;1,9;;M;;
2;21;1E;M708;Vernonanthura montevidensis;;;;;;1,2;;M;;
2;21;1E;M720;Drimys angustifolia;;;;;;1,1;;1,2;;
2;21;1E;M758;Vernonanthura montevidensis;;;;;;2,2;;M;;
2;21;1E;H1082;Berberis laurina;;;;;;;;1,25;8,4;7,5
2;21;1E;H690;Aiouea amoena;;;;;;;;1,9;6,9;8,64
2;21;1E;H697;Drimys angustifolia;;;;;;;;1,85;7,09;9,4
2;21;1E;H824;Myrsine coriacea;;;;;;;;3;5;9,19
2;21;1E;H719;Myrsine coriacea;;;;;;;;2,7;;
2;21;1E;H718;Solanum cassioides;;;;;;;;1,9;;
2;21;1E;H633;Solanum cassioides;;;;;;;;1,7;;
2;21;1E;H644;Myrsine coriacea;;;;;;;;1,85;;
2;21;1E;H610;Myrsine coriacea;;;;;;;;3;;
2;21;1E;H693;Drimys angustifolia;;;;;;;;1,7;;
2;21;1E;H647;Myrsine coriacea;;;;;;;;2,7;;
2;21;1E;H1104;Vernonanthura montevidensis;;;;;;;;1,65;;
2;21;1E;H1083;Drimys angustifolia;;;;;;;;2,7;;
2;21;1E;H1100;Campovassouria cruciata;;;;;;;;2;;
2;21;1E;H739;Vernonanthura montevidensis;;;;;;;;1,25;;
2;21;1E;H832;Myrceugenia euosma;;;;;;;;1,65;;
2;21;1E;H787;Drimys angustifolia;;;;;;;;1,7;1,5;0,5
2;21;1E;H717;Myrsine coriacea;;;;;;;;1,75;1,5;0,5
2;21;1E;H786;Ilex paraguariensis;;;;;;;;2,08;1,5;0,5
2;21;1E;H696;Myrsine coriacea;;;;;;;;1,85;;
2;21;1E;H790;Vernonanthura montevidensis;;;;;;;;2,6;7;1
2;21;1E;H1086;Vernonanthura montevidensis;;;;;;;;1,75;7;1
2;21;1E;H825;Myrceugenia regnelliana;;;;;;;;1,3;6;0,8
2;21;1E;H707;Vernonanthura montevidensis;;;;;;;;2,6;6;0,5
2;21;1E;H834;Vernonanthura montevidensis;;;;;;;;2,5;1;8
2;21;1E;H835;Drimys angustifolia;;;;;;;;2,1;0,5;
2;21;1E;H702;Drimys angustifolia;;;;;;;;2;0,5;7,5
2;21;1E;H823;NI;;;;;;;;1,55;;
2;21;1E;H791;Myrsine coriacea;;;;;;;;3;;
2;22;1D;699;Solanum paranense;1,82;1,7;1,85;;1,8;1,8;;1,8;2,42;-0,71
2;22;1D;M740;Solanum paranense;1,6;1,45;1,75;;1,5;1,7;;M;2,98;-1
2;22;1D;702;Myrceugenia euosma;1,9;1,93;2;;2,3;AD;;AD;3,02;-1,15
2;22;1D;703;Solanum paranense;1,8;1,85;1,9;;1,77;1,7;;M;2,91;-1,88
2;22;1D;704;Myrceugenia euosma;1,7;1,86;2;;2,2;2,5;;AD;2,42;-2,75
2;22;1D;705;Drimys angustifolia;2,1;2,27;2,3;;3;AD;;AD;2,02;-3,1
2;22;1D;M729;Myrceugenia euosma;1,25;1,49;1,76;;2;2;;2,5;0,66;-4,98
2;22;1D;M726;Myrceugenia oxysepala;2,2;2,2;2,3;;2,4;1,8;;AD;0,84;-8,06
2;22;1D;709;Leandra sp.;1,35;1,35;1;;M;M;;M;1,42;-3,33
2;22;1D;710;Baccharis uncinella;3,8;4;4,05;;4,3;AD;;AD;3,33;-2,92
2;22;1D;711;Baccharis uncinella;3,6;3,1;3;;M;M;;M;4,52;-3,13
2;22;1D;M649;Vernonanthura montevidensis;3,1;3,1;3,2;;3,4;2,6;;M;6,29;-6,68
2;22;1D;M644;Myrceugenia glaucescens;;1,12;1,2;;1,49;2;;M;7,99;-9,09
2;22;1D;716;Drimys angustifolia;2,3;2,6;2,65;;3,2;AD;;AD;8,12;-8,2
2;22;1D;718;Baccharis uncinella;3,07;2,3;3,8;;4;AD;;AD;8,98;-7,2
2;22;1D;719;Baccharis uncinella;3;3,1;3,2;;3,9;AD;;AD;9,7;-7,22
2;22;1D;720;Berberis laurina;1,78;1,81;1,9;;2,2;2,3;;2,5;8,44;-6
2;22;1D;D821;Baccharis uncinella;3,8;3,3;3,9;;4,2;AD;;AD;9,7;-1,76
2;22;1D;727;Myrceugenia glaucescens;1;1,05;1,3;;1,4;1,7;;1,6;8,7;-0,29
2;22;1D;728;Myrsine coriacea;;1;1,65;;1,83;3;;3;8,62;-0,88
2;22;1D;729;Solanum paranense;;1,15;1,82;;1,15;1,2;;1,4;8,62;-0,87
2;22;1D;730;Solanum paranense;;1;M;;M;M;;M;5,87;-0,97
2;22;1D;731;Myrceugenia euosma;1,5;1,51;1,8;;2;2,3;;2,5;4,63;-1,94
2;22;1D;j243;Solanum paranense;;1,35;1,8;;1,6;1,6;;1,75;2,23;­0,72
2;22;1D;j241;Baccharis uncinella;;2,05;2,23;;M;M;;M;4,54;­9,53
2;22;1D;M684;Drimys angustifolia;;;1;;1,65;2,5;;M;1;-1,59
2;22;1D;D506;Campovassouria cruciata;;;1,05;;M;M;;M;0,2;-0,49
2;22;1D;D823;Aiouea amoena;;;;;1,4;2,5;;3,5;0,2;-0,17
2;22;1D;D505;Drimys angustifolia;;;;;1;1,75;;M;1,1;-1,65
2;22;1D;M727;Myrceugenia euosma;2;2,1;2,4;;2,55;2,55;;3;0,8;-3,37
2;22;1D;M687;Vernonanthura montevidensis;;;;;;2;;2,5;;
2;22;1D;M686;Vernonanthura montevidensis;;;;;;1,7;;M;;
2;22;1D;M689;Vernonanthura montevidensis;;;;;;1,3;;2;;
2;22;1D;M690;Baccharis microdonta;;;;;;2;;M;;
2;22;1D;M683;Vernonanthura montevidensis;;;;;;1,3;;M;;
2;22;1D;M684;Drimys angustifolia;;;;;;2,5;;3,5;2;-3
2;22;1D;M721;Drimys angustifolia;;;;;;1,8;;3,2;0,3;0
2;22;1D;D512;Drimys angustifolia;;;;;;1,7;;2,2;;
2;22;1D;M728;Myrsine coriacea;;;;;;2,5;;3,1;;
2;22;1D;M771;Solanum paranense;;;;;;1,6;;1,7;;
2;22;1D;M722;Vernonanthura montevidensis;;;;;;2,5;;1,2;;
2;22;1D;M731;Drimys angustifolia;;;;;;2,3;;M;;
2;22;1D;M724;Solanum paranense;;;;;;1,6;;M;;
2;22;1D;M738;Campovassouria cruciata;;;;;;3;;M;;
2;22;1D;M723;Solanum paranense;;;;;;2,3;;M;;
2;22;1D;M730(M732);Myrsine coriacea;;;;;;2;;2,5;;
2;22;1D;M725;Myrceugenia euosma;;;;;;1,1;;M;;
2;22;1D;M735;Leandra sp.;;;;;;1,2;;M;;
2;22;1D;M739;Aiouea amoena;;;;;;1,8;;2,3;1;-1,59
2;22;1D;M734;Siphoneugenia reitzii;;;;;;1,9;;1,9;;
2;22;1D;H1146;Vernonanthura sp.;;;;;;;;1,2;0,3;-0,5
2;22;1D;H1069;Drimys angustifolia;;;;;;;;1,3;3;-0,5
2;22;1D;H1047;Vernonanthura sp.;;;;;;;;1,6;;
2;22;1D;H1063;Siphoneugenia reitzii;;;;;;;;1,5;0;-2
2;22;1D;H1041;Solanum mauritianum;;;;;;;;3;0;-4
2;22;1D;H1066;Vernonanthura montevidensis;;;;;;;;1,5;;
2;22;1D;H1042;Vernonanthura montevidensis;;;;;;;;2;2,84;-7
2;22;1D;H1048;Vernonanthura montevidensis;;;;;;;;1,5;3;-6
2;22;1D;H984;Myrsine coriacea;;;;;;;;1,4;5;-9
2;22;1D;H980;Vernonanthura montevidensis;;;;;;;;2,2;5;-9
2;22;1D;H921;Myrsine coriacea;;;;;;;;1,2;5;-3
2;22;1D;H994;Vernonanthura montevidensis;;;;;;;;1,1;6;-3
2;22;1D;H996;Myrsine coriacea;;;;;;;;1,3;5;-3,5
2;22;1D;H999;Myrsine coriacea;;;;;;;;1,3;5;-4
2;22;1D;H966;Myrsine coriacea;;;;;;;;1,7;5;-5
2;22;1D;H920;Myrsine coriacea;;;;;;;;1,3;5;-5
2;22;1D;H997;Myrsine coriacea;;;;;;;;1,3;5;-5,5
2;22;1D;H922;Myrsine coriacea;;;;;;;;1,8;5;-4
2;22;1D;H973;Vernonanthura montevidensis;;;;;;;;1,7;5,5;-5,5
2;22;1D;H995;Vernonanthura montevidensis;;;;;;;;1,8;4;-3
2;22;1D;H1037;Vernonanthura montevidensis;;;;;;;;2,2;7;-2,5
2;22;1D;H1040;Myrsine coriacea;;;;;;;;2,2;7;-3
2;22;1D;H990;Vernonanthura montevidensis;;;;;;;;2,3;8;-2,8
2;22;1D;H981;Myrsine coriacea;;;;;;;;1,8;7,9;-5,8
2;22;1D;H998;Vernonanthura montevidensis;;;;;;;;1,8;7,9;-6
2;22;1D;H993;Vernonanthura montevidensis;;;;;;;;1,8;7,7;-5,8
2;22;1D;H986;Clethra scabra;;;;;;;;1,4;;
2;22;1D;H988;Solanum paranense;;;;;;;;1,4;8;-0,8
2;22;1D;H962;Vernonanthura montevidensis;;;;;;;;2,5;9;-5
2;22;1D;H984;Vernonanthura montevidensis;;;;;;;;2,5;8;-7
2;22;1D;H985;Vernonanthura montevidensis;;;;;;;;1,8;8;-8
2;22;1D;H982;Myrsine coriacea;;;;;;;;1,8;8;-8
