AREA;AREA_SIGLA;MUNICIPIO;LAT;LONG;T;P;areaP;N;SPP;CAP1;CAP2;CAP3;DAP 1;DAP 2;DAP3;H1;ANO1;ANO2;ANO3;CAP_MINIMO_AREA;ESTAGIO_SUCESSIONAL_AREA
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;6E;100;F13(E978);Myrceugenia myrcioides;34;37,9;39,2;;;;8;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;6E;100;F12(E966);Myrceugenia mesomischa;21,5+5+5+18,5;21,8+18,6+6,5+5,1;22,2+7,4+19,3+5,5;;;;5;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;6E;100;E967;Myrceugenia regnelliana;11,5+14;10,5+7,5;10,5+6;;;;6;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;6E;100;E984;Dicksonia sellowiana;120;124;129;;;;6;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;6E;100;E1062;Drimys angustifolia;62;54,4;;;;;7;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;6E;100;G57;Weinmannia paulliniifolia;27;37,4;42+13;;;;6;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;6E;100;F14;Myrrhinium atropurpureum;44;45,6;46;;;;7;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;6E;100;F11;Myrceugenia regnelliana;18+7+16+16;18,9+6,2+8,2+16,7+17,4;16,5+16+7+5;;;;4;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;6E;100;F10;Myrceugenia myrcioides;;6,2+18,5+6,5+7,4+13,4;18+13+5+7+5;;;;3;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;6E;100;F15; Myrceugenia regnelliana;;16,7+7,4+11,3+8+8,5+11,1+9,1+4+6,3+9+6,3+7+10,2+9,3+10,3;15+6+7+5+7+9+9+9+5+7,5+8,5+9+7,5+8,5;;;;3;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;6E;100;G44; Myrceugenia regnelliana;;;9+12+13;;;;2,5;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;6E;100;G12;Myrceugenia miersiana;;;17,7;;;;4;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;7E;100;E978;Drimys angustifolia;154;155;163;;;;13;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;7E;100;E995;Drimys angustifolia;56;55,6;;;;;8;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;7E;100;E983;Myrceugenia myrcioides;20,4+18,3;18,1+18,5;19,1+17,5;;;;5;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;7E;100;E991;Prunus myrtifolia;24,3;30,1;33,6;;;;9;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;7E;100;E982;Myrceugenia regnelliana;16,1+8;15,8+10,5;17,8+9,2;;;;4;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;7E;100;E1094;Baccharis dentata;20,4;26,6;27;;;;6;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;7E;100;E1090;Myrceugenia mesomischa;13,5+6+6,5+12,5+7;13,5+6,5+12+8,5+9,5+11,8;12+5,5;;;;5;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;7E;100;E1093;Myrceugenia myrcioides;16;16,7;16,7;;;;4;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;7E;100;E1092;Eugenia uruguayensis;95;100,5;100,5;;;;12;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;7E;100;G109;Myrceugenia regnelliana;8,2+8,4+6+7,8+8,0;8,6+8,8+6,4+8,0+8,3;8,8+8,9+6,7+8,4+8,8;;;;3;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;7E;100;E1089;Myrceugenia oxysepala;24+21+19,5;24,6+19,5+21,4;25+19,5+22;;;;5;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;7E;100;E1088;Dicksonia sellowiana;93;96,9;83,6;;;;4;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;7E;100;E1087;Prunus myrtifolia;47;48;48,5;;;;8;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;7E;100;E1086;Prunus myrtifolia;46;;;;;;9;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;7E;100;E1085;Drimys angustifolia;76;75,1;75,1;;;;10;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;7E;100;E1084;Ocotea pulchella;18;20,5;22,1;;;;6;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;7E;100;E1074;Myrceugenia myrcioides;20,5;20,5;20,6;;;;6;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;7E;100;E1075;Drimys angustifolia;60;62;62,1;;;;10;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;7E;100;G185;Prunus myrtifolia;33;38,5;42;;;;8;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;7E;100;E1082;Drimys angustifolia;36;40;41,5;;;;7;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;7E;100;E1076;Drimys angustifolia;52,5;51;;;;;8;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;7E;100;E1078;Eugenia uruguayensis;23,8;26,2;29,5;;;;7;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;7E;100;E1077;Myrceugenia regnelliana;12+11+7+11,5+14+7,5;14,5+10,6+7,7+10,3+11,7+8,8;10,4+10,9+10+11+9,4+13,9;;;;3;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;7E;100;E1064;Drimys angustifolia;47,8;47,9;48;;;;8;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;7E;100;F19;Weinmannia paulliniifolia;35;41,9;45,2;;;;8;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;7E;100;F17;Baccharis dentata;;25,9;;;;;7;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;7E;100;G120;Myrceugenia regnelliana;;;12,2+8,7;;;;5;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;7E;100;G121;Myrceugenia regnelliana;;;16,3;;;;5,5;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;7E;100;G105;Myrceugenia regnelliana;;;14,2+10,8;;;;5;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;7E;100;G100;Myrceugenia myrcioides;;;15+6,5;;;;3;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;7E;100;G108;Myrceugenia regnelliana;;;12,4+9,3+12,9;;;;3,5;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;7E;100;G138;Myrceugenia myrcioides;;;16+9;;;;5;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;8E;100;E1081;Myrceugenia oxysepala;24+17+30+20+10;24,5+22,3+17,8+21,5+30,7;17+24+17,5+21+23,5;;;;7;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;8E;100;E1063;Myrceugenia myrcioides;11+14,5;14,7+12,2;16+11;;;;4;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;8E;100;E1080;Drimys angustifolia;63;64,5;67,6;;;;8;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;8E;100;G53;Baccharis dentata;18,4;33,5;39,6;;;;4;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;8E;100;E1065;Eugenia uruguayensis;27;29,1;31,7;;;;5;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;8E;100;F24(E1066);Dicksonia sellowiana;77;87;125,7;;;;3;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;8E;100;G559;Weinmannia paulliniifolia;27+30;33,1+36,5;40,7;;;;6;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;8E;100;E1072;Dicksonia sellowiana;123;123,5;130;;;;5;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;8E;100;E1067;Weinmannia paulliniifolia;170;171;179;;;;14;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;8E;100;F21(E1071);Dicksonia sellowiana;88;122;134;;;;6;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;8E;100;E1070;Prunus myrtifolia;27;28,1;28,5;;;;8,5;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;8E;100;E1068;Prunus myrtifolia;35,5;35,6;35,6;;;;9;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;8E;100;E1069;Myrceugenia myrcioides;16;17,1;17,5;;;;5;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;8E;100;E993;Weinmannia paulliniifolia;56;;;;;;7;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;8E;100;E997;Drimys angustifolia;42;42,5;43;;;;8;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;8E;100;E998;Weinmannia paulliniifolia;155;156;158;;;;6;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;8E;100;E1000;Dicksonia sellowiana;118;120,5;119;;;;12;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;8E;100;E999;Symphyopappus itatiayensis;23;25;;;;;4;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;8E;100;E1001;Myrceugenia regnelliana;16;16,5;15+5+6;;;;3;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;8E;100;E996;Weinmannia paulliniifolia;30;30,5;30,5;;;;;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;8E;100;G559;Weinmannia paulliniifolia;39,3;40;40,7;;;;10;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;8E;100;F22;Ilex microdonta;;19,4;20;;;;5;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;8E;100;F23;Araucaria angustifolia;;16,5;18,5;;;;;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;8E;100;G127;Ilex microdonta;;;17,6;;;;9;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;9E;100;E1005;Prunus myrtifolia;29;33,5;38;;;;6;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;9E;100;E1002;Myrceugenia myrcioides;20+12+17;17+24,5;17,6+15,7+20,5;;;;5;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;9E;100;E1004;Prunus myrtifolia;20,5;22;22,4;;;;7;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;9E;100;E1003;Weinmannia paulliniifolia;158;158,2;161,8;;;;15;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;9E;100;E1006;Drimys angustifolia;46;48;51,5;;;;7;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;9E;100;E1007;Myrceugenia regnelliana;9+9,5+9,5+7,5+20;9,5+7,5+18,5+11,8+9;19+5+6+7,5+9,5+8+8,5;;;;3;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;9E;100;E1008;Drimys angustifolia;56,5;59,5;61;;;;8;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;9E;100;E1009;Myrceugenia regnelliana;9+12+8+8,5;8,3+6,7+9,6+13,2+10,2;10,2+13,1+9,9+6,6+8,2;;;;3;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;9E;100;G56;Prunus myrtifolia;53,5;54,1;56,4;;;;7;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;9E;100;E1010;Weinmannia paulliniifolia;88;90;99,4;;;;7;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;9E;100;E1016;Prunus myrtifolia;22;23,1;23,6;;;;6;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;9E;100;E1014;Ocotea pulchella;31+36;31,5+36,5;37+32;;;;7;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;9E;100;E1012;Drimys angustifolia;67;74,7;77;;;;13;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;9E;100;F26(E1015);Myrceugenia regnelliana;7+15+13+7,5+12+13+8;13,5+10,5+7,4+15,5+7,4+16+12,5+11,5+6,5+5,4;5,3+6+8,4+10,6+11,5+6,4+8+8,4+14+6,3;;;;3;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;9E;100;E1017;Ilex microdonta;18,5;19,6;20,1;;;;4;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;9E;100;E1013;Weinmannia paulliniifolia;54,5;57,3;58,5;;;;7;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;9E;100;E1022;Drimys angustifolia;25;28,8;;;;;5;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;9E;100;E1023;Ilex microdonta;16;17,5;;;;;3;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;9E;100;E1019;Siphoneugena reitzii;23,2;24,6;26,1;;;;4,5;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;9E;100;E1024;Drimys angustifolia;63;60;65;;;;7;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;9E;100;F25;Myrceugenia miersiana;20+17;21+17,3;21,6+17,5;;;;6;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;9E;100;G197;Myrceugenia myrcioides;;;15+9+8+6;;;;4;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;10E;100;E1021;Myrceugenia myrcioides;19,5;19,6;18,5;;;;4;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;10E;100;E1025;Prunus myrtifolia;13+16;19,7+16,6;16,6+19,8;;;;5;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;10E;100;E1020;Myrceugenia regnelliana;9+10,5+12;13,5+7,5+11,5;13,3+12,1+8,2+5,3+6,9;;;;3,5;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;10E;100;E1015;Symphyopappus itatiayensis;19;;;;;;4;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;10E;100;F30(E1023);Drimys angustifolia;104;104;106;;;;10;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;10E;100;E1027;Prunus myrtifolia;15+22;26,4+18,5;29,6;;;;8;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;10E;100;E1028;Drimys angustifolia;75,5;80,4;81,5;;;;8;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;10E;100;E1061;Myrceugenia oxysepala;25;23,4;23;;;;5;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;10E;100;E1059;Symphyopappus itatiayensis;17;;;;;;6;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;10E;100;E1060;Prunus myrtifolia;28;35,5;36,1;;;;9;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;10E;100;E1058;Eugenia uruguayensis;36;37;39,7;;;;6;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;10E;100;E1057;Ocotea porosa;29;29;31,5;;;;7;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;10E;100;E1042;Prunus myrtifolia;16;16,2;18,5;;;;5;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;10E;100;E1055;Drimys angustifolia;70;70;70,5;;;;5;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;10E;100;E189;Weinmannia paulliniifolia;30,5;34,4;35;;;;5;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;10E;100;E1040;Myrceugenia myrcioides;36,5+28;36,5;;;;;5;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;10E;100;F29;Prunus myrtifolia;20+60;24,3+64,5;64+23;;;;7;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;10E;100;G35;Crinodendron brasiliense;19,6;21;22,4;;;;8;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;10E;100;F27;Solanum pabstii;;22;23;;;;3;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;10E;100;F28;Baccharis oblongifolia;;16,8;20,4;;;;4;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;10E;100;G101;Myrceugenia oxysepala;;;18,9+15,4;;;;3,5;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;10E;100;G190;Ocotea pulchella;;;18,5;;;;4;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;10E;100;G139;Blepharocalyx salicifolius;;;19;;;;4;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ1;Urubici;-28,09486;-49,50409;1;10E;100;G136;Blepharocalyx salicifolius;;;17,5;;;;4;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 1-Urubici;PNSJ2;Urubici;-28,0797;-49,5142;2;1D;100;G1036;Drimys angustifolia;14+11+10,8+14,8+9,5+12,4+8;16,9+28+21+14+16+17,1+11,5+21+9,1;29,6+21,2+34,5+10,7+22+37,8+17,6+16,6+22,9;;;;3;2016;2020;2024;15,7;Inicial/Intermediario
Parque São Joaquim/área 2-Urubici;PNSJ2;Urubici;-28,0797;-49,5142;2;1D;100;E115;Drimys angustifolia;13,5+13,6+12,6;20,1+8,5+25,5;38,5+27,4+37,7;;;;3;2016;2020;2024;15,7;Inicial/Intermediario
Parque São Joaquim/área 2-Urubici;PNSJ2;Urubici;-28,0797;-49,5142;2;1D;100;G1014;Baccharis uncinella;19+20,4+16+15,2+12+17,5+13+18+14;21;22,9;;;;3;2016;2020;2024;15,7;Inicial/Intermediario
Parque São Joaquim/área 2-Urubici;PNSJ2;Urubici;-28,0797;-49,5142;2;1D;100;E111;Araucaria angustifolia;120,5;123,5;123,8;;;;7;2016;2020;2024;15,7;Inicial/Intermediario
Parque São Joaquim/área 2-Urubici;PNSJ2;Urubici;-28,0797;-49,5142;2;1D;100;G1073;Myrceugenia euosma;18,1+14,6+6+8,8+8,7+9,6;19,1+15,6+7+9,8+9,7+10,6;20,1+16,6+8+10,8+10,7+11,6;;;;4;2016;2020;2024;15,7;Inicial/Intermediario
Parque São Joaquim/área 2-Urubici;PNSJ2;Urubici;-28,0797;-49,5142;2;1D;100;G1010;Myrceugenia euosma;16,9+19,8;17,9+20,8;18,9+21,8;;;;4;2016;2020;2024;15,7;Inicial/Intermediario
Parque São Joaquim/área 2-Urubici;PNSJ2;Urubici;-28,0797;-49,5142;2;1D;100;F67;Myrceugenia euosma;15+14;20,5+19,5;25+24,3;;;;4;2016;2020;2024;15,7;Inicial/Intermediario
Parque São Joaquim/área 2-Urubici;PNSJ2;Urubici;-28,0797;-49,5142;2;1D;100;G981;Drimys angustifolia;;21+26,5+18,3;34+29,5+20,5;;;;5;2016;2020;2024;15,7;Inicial/Intermediario
Parque São Joaquim/área 2-Urubici;PNSJ2;Urubici;-28,0797;-49,5142;2;1D;100;G1080;Ilex paraguariensis;;24,5;32;;;;4;2016;2020;2024;15,7;Inicial/Intermediario
Parque São Joaquim/área 2-Urubici;PNSJ2;Urubici;-28,0797;-49,5142;2;1D;100;G1041;Myrceugenia euosma;;;16,2+12,7+6,4;;;;4;2016;2020;2024;15,7;Inicial/Intermediario
Parque São Joaquim/área 2-Urubici;PNSJ2;Urubici;-28,0797;-49,5142;2;1D;100;G1018;Myrsine coriacea;;;21;;;;5;2016;2020;2024;15,7;Inicial/Intermediario
Parque São Joaquim/área 2-Urubici;PNSJ2;Urubici;-28,0797;-49,5142;2;2D;100;E105;Drimys angustifolia;8,5+16,2+7+18,6+7,5;13,4+21,3+27,5+12,3+8,4;20,8+28,7+44,6+36,1+12,5;;;;3;2016;2020;2024;15,7;Inicial/Intermediario
Parque São Joaquim/área 2-Urubici;PNSJ2;Urubici;-28,0797;-49,5142;2;2D;100;F64(E106);Drimys angustifolia;17;24,5;;;;;3;2016;2020;2024;15,7;Inicial/Intermediario
Parque São Joaquim/área 2-Urubici;PNSJ2;Urubici;-28,0797;-49,5142;2;2D;100;E118;Baccharis uncinella;10,5+12,3+11,4+10,8+8,5+11,5+26,5+22+7,8+14+6,6+16+14,6;;;;;;3;2016;2020;2024;15,7;Inicial/Intermediario
Parque São Joaquim/área 2-Urubici;PNSJ2;Urubici;-28,0797;-49,5142;2;2D;100;E108;Drimys angustifolia;16+7,4+11,2+14,2+8,6;22,1+16,4+21,9+7,4+7,9;20,1+25,6+32,4+28+9,7;;;;3;2016;2020;2024;15,7;Inicial/Intermediario
Parque São Joaquim/área 2-Urubici;PNSJ2;Urubici;-28,0797;-49,5142;2;2D;100;E112;Drimys angustifolia;17,6+15,2+12,5;24,3+17,3+18,5;30,3+8,9+23,2;;;;3;2016;2020;2024;15,7;Inicial/Intermediario
