AREA;AREA_SIGLA;MUNICIPIO;LAT;LONG;T;P;areaP;N;SPP;CAP1;CAP2;CAP3;DAP 1;DAP 2;DAP3;H1;ANO1;ANO2;ANO3;CAP_MINIMO_AREA;ESTAGIO_SUCESSIONAL_AREA
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;4D;100;F134;Siphoneugena reitzii;;17;18+9,5;;;;5;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;4D;100;F136;NI;;19,5;;;;;5;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;4D;100;G972;Drimys angustifolia;;;25,4;;;;4;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;5D;100;E490;Siphoneugena reitzii;80,9+99,5;81+102,8;104;;;;5;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;5D;100;E491;Drimys angustifolia;78,4;85,3;85,3;;;;7;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;5D;100;E492;Siphoneugena reitzii;33+26;29,5+35,1;29,8+37,4;;;;6;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;5D;100;E496;Crinodendron brasiliense;30;31,7;;;;;5;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;5D;100;E495;Siphoneugena reitzii;34;34,3;34,5+9+10,8+9;;;;7;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;5D;100;E494;Siphoneugena reitzii;22+58+32;22,5+58;29,5+58;;;;7;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;5D;100;E510;Crinodendron brasiliense;39,5;43,7;44;;;;7;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;5D;100;E493;Siphoneugena reitzii;30+27+40;31+27+40;27+32+40;;;;8;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;5D;100;E507;Crinodendron brasiliense;34;;;;;;8;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;5D;100;E497;Weinmannia paulliniifolia;31,1+57,7;57,7+33;61,3+36;;;;8;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;5D;100;G489;Drimys angustifolia;17,5;22,5;12,2+18,5+22,9;;;;3;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;5D;100;E504;Drimys angustifolia;10+14+11;13+16,9+13,6;17,7+13,6+15,2;;;;3;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;5D;100;E505;Drimys angustifolia;14+12;17,5+16,2;19,8+17,9;;;;3;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;5D;100;E502;Siphoneugena reitzii;22,5;24;27,2;;;;4;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;5D;100;E501;Crinodendron brasiliense;32;32,1;32,6;;;;7;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;5D;100;E503;Weinmannia paulliniifolia;70;70;81+21,6;;;;7;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;5D;100;E508;Myrceugenia regnelliana;13+32+24;32,6+14,1+23,3;37,4+15,6+26,8;;;;4;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;5D;100;E509;Drimys angustifolia;29+52;;;;;;4;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;5D;100;E499;Ocotea pulchella;17;20,4;35,5;;;;3;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;5D;100;F180;Myrceugenia regnelliana;30+29+13+7+9+8;33,9+30+14+7,3+10+8,3;16,5+9,6+8,2+9,4+5,7;;;;5;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;5D;100;F181;Crinodendron brasiliense;54;55;58;;;;10;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;5D;100;F199;Crinodendron brasiliense;76;77;81,3;;;;12;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;5D;100;G920;Drimys angustifolia;;;16,5;;;;3;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;5D;100;G493;Drimys angustifolia;;;15,9;;;;5,5;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;5D;100;G1056;Drimys angustifolia;;;23;;;;4;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;5D;100;G1029;Drimys angustifolia;;;20+16,5;;;;3;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;5D;100;G911;Prunus myrtifolia;;;22;;;;5,5;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;5D;100;G1059;Drimys angustifolia;;;15,7;;;;2;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;5D;100;G271;Drimys angustifolia;;;16,6;;;;5;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;6D;100;E500;Crinodendron brasiliense;21+13;21,5+13;22,9+14,3;;;;5;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;6D;100;E498;Siphoneugena reitzii;15+12,5;15,5+8,9;17,3+8,9;;;;3;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;6D;100;E301;Siphoneugena reitzii;18,5+27+28+24;27,6+27,9+24+18,2;28+29,1+18,5+25,3;;;;5;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;6D;100;E302;Ilex microdonta;25,5;30;33;;;;7;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;6D;100;E303;Drimys angustifolia;28,5;30,1;37;;;;8;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;6D;100;E304;Drimys angustifolia;46;47;49;;;;7;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;6D;100;G581;Myrceugenia regnelliana;87;87,5;87,5;;;;8;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;6D;100;E307;Siphoneugena reitzii;61+27;58,5+28,5;28,5+58,6;;;;6;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;6D;100;E309;Myrceugenia regnelliana;45,5+20,2+19;22,5+20,3+50,5;21+20,5+58;;;;6;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;6D;100;E313;Siphoneugena reitzii;25+88+23;89,2+26+24,5;89+27,5+25;;;;8;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;6D;100;E310;Drimys angustifolia;24,3;32,4;40;;;;3;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;6D;100;E308;Siphoneugena reitzii;9+30;30;30;;;;6;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;6D;100;E311;Myrceugenia regnelliana;15+15,5;15,9+16,3;17+16;;;;3;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;6D;100;E315;Siphoneugena reitzii;29,5+8,5;29,8+16,7;16,9+29,8;;;;4;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;6D;100;E320;Ilex microdonta;20,5;23,3;25,3;;;;6;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;6D;100;E321;Siphoneugena reitzii;22+17;21,4+16,9;19,3+24,6;;;;4;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;6D;100;E316;Weinmannia paulliniifolia;60;62,4+19;64,3+24,3;;;;6;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;6D;100;E317;Crinodendron brasiliense;58;60;62;;;;7;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;6D;100;F196;Myrceugenia regnelliana;30;32;33;;;;6;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;6D;100;F140;Siphoneugena reitzii;;17,1;17,5;;;;5;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;6D;100;G950;Myrceugenia regnelliana;;;16;;;;4;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;6D;100;G956;Myrceugenia oxysepala;;;16,5;;;;3,5;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;7D;100;G627;Drimys angustifolia;20;24;28+11,3;;;;4;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;7D;100;E318;Myrceugenia regnelliana;21+5+7;23+5,7+7,6;23;;;;4;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;7D;100;E314;Siphoneugena reitzii;39+20+28;39,5+20,7+28;28,9+39,4+20,6;;;;5;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;7D;100;E312;Ilex microdonta;43,5;46,9;50;;;;7;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;7D;100;E326;Drimys angustifolia;88;92;93;;;;7;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;7D;100;E322;Myrceugenia regnelliana;73+81;73,5+87;88,5+74,5;;;;8;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;7D;100;E305;Myrceugenia regnelliana;18+8+7;19,3+7,9+7,5;20,4+8,7+8,6;;;;4;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;7D;100;E329;Drimys angustifolia;11+18;19+11;25,7+13,8+14;;;;3;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;7D;100;E327;Drimys angustifolia;50;55,6;60,5;;;;7;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;7D;100;G273;Drimys angustifolia;15,7;15,7;19,2;;;;3;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;7D;100;F144;Drimys angustifolia;111;112;113,7;;;;8;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;7D;100;E328;Crinodendron brasiliense;84;84;84;;;;8;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;7D;100;E330;Drimys angustifolia;30,5+45;46,5+35;51,3+40,6;;;;6;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;7D;100;G258;Drimys angustifolia;40;40,3;47,5;;;;5;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;7D;100;F143;Drimys angustifolia;51;53;58,3;;;;6;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;7D;100;E571;Drimys angustifolia;43;46,3;46,4;;;;5;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;7D;100;F197;Crinodendron brasiliense;27,5+20;27,5+20;29,5+20,5;;;;5;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;7D;100;F188;Drimys angustifolia;;18;18,6+12,1;;;;4;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;7D;100;G939;Drimys angustifolia;;;16;;;;3;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;7D;100;G447;Drimys angustifolia;;;29,7;;;;6;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;8D;100;E580;Ocotea pulchella;41,5;45,1;47,2;;;;7;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;8D;100;E574;Drimys angustifolia;41+14;42,9+14,5;42,9;;;;6;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;8D;100;E586;Drimys angustifolia;57;55,4;;;;;7;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;8D;100;E578;Siphoneugena reitzii;71;71,6;72,5;;;;8;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;8D;100;E599;Siphoneugena reitzii;9+8+50+14,5;50,8+15,9+9,8+9,2+6,5;50,9+15,8+9,3+9,6+7,1;;;;7;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;8D;100;G599;Drimys angustifolia;56;56;57;;;;5;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;8D;100;E597;Myrceugenia regnelliana;14+11+29;26,2+16,4+10,9;17,3+25,5+19,3+10,2;;;;4;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;8D;100;E583;Siphoneugena reitzii;37,5+41;38+36,5;37+39,5;;;;5;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;8D;100;E579;Ocotea pulchella;23;24;26;;;;5;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;8D;100;E590;Drimys angustifolia;60;62,4;63;;;;8;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;8D;100;G938;Drimys angustifolia;59;57,5;58;;;;7;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;8D;100;E324;Drimys angustifolia;67;67,3;71,4;;;;6;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;8D;100;F145;Drimys angustifolia;;16,2;19,5;;;;4;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;8D;100;G595;Drimys angustifolia;;16,4;17,3+12,3;;;;4;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;8D;100;G371;Drimys angustifolia;;;20,6;;;;3,5;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;8D;100;G638;Weinmannia paulliniifolia;;;20,9;;;;5;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;9D;100;E521;Siphoneugena reitzii;71+44+10+13+17;88,2+44+17;18,2+43,9;;;;6;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;9D;100;E520;Drimys angustifolia;80;80,9;80,9;;;;13;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;9D;100;E515;Drimys angustifolia;92;95,8;99,7;;;;18;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;9D;100;E514;Myrceugenia regnelliana;22+8;24,4+8,4;27,6+8,8+6,3;;;;10;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;9D;100;E513;Siphoneugena reitzii;77+9;70,6+10,3;72,8;;;;18;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;9D;100;G592;Siphoneugena reitzii;67;67,1;67,2;;;;6;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;9D;100;E730;Weinmannia paulliniifolia;86+93,6+77;86+93,6+77;100,9+90,9+81;;;;20;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;9D;100;E702;Drimys angustifolia;26;27;32,5;;;;6;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;9D;100;E109;Drimys angustifolia;100;101,7;;;;;11;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;9D;100;E517;Myrceugenia regnelliana;24;24;24;;;;4;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;9D;100;G940;Siphoneugena reitzii;40+23+43;40+44;44+40;;;;11;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;9D;100;E604;Crinodendron brasiliense;83,1+71,5;71,8+84,3;88+72;;;;10;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;9D;100;E516;Drimys angustifolia;34;34;36,8;;;;6;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;9D;100;E705;Weinmannia paulliniifolia;115,4;120;125,6;;;;10;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;9D;100;F186;Siphoneugena reitzii;26;26,4;;;;;7;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;9D;100;F151;Myrceugenia regnelliana;;17;18,5;;;;5;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;9D;100;G916;Myrceugenia regnelliana;;;17,3+11,3;;;;2,5;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;10D;100;F148(E279);Crinodendron brasiliense;84;94;94;;;;10;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;10D;100;E274;Crinodendron brasiliense;75,5+50;75,3+50,5;76,4;;;;10;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;10D;100;E286;Weinmannia paulliniifolia;54,8;56;;;;;9;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;10D;100;E272;Siphoneugena reitzii;29,5+16+14;32+18,1+14,2;34,1+19,4+14,6;;;;8;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;10D;100;E276;Drimys angustifolia;42;51,8;61,1;;;;9;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;10D;100;E291;Drimys angustifolia;16,5+16;20,4+23,9;22,1+26,9;;;;7;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;10D;100;E282;Drimys angustifolia;17;22;;;;;4;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;10D;100;E300;Drimys angustifolia;16,5;17;22,6;;;;3;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;10D;100;E297;Drimys angustifolia;32+13;31,6+15,6;38;;;;8;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;10D;100;E290;Drimys angustifolia;20+19,3;22+21,5;22,9;;;;6;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;10D;100;E281;Drimys angustifolia;33;38,8;40;;;;8;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;10D;100;F150;Drimys angustifolia;33,5;36,3;39,9;;;;8;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;10D;100;E273;Crinodendron brasiliense;63+61+19;59,3+64+22,6;61+22+64,1;;;;11;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;10D;100;E706;Drimys angustifolia;21,5;;;;;;6;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;10D;100;E288;Myrceugenia regnelliana;85,5+59+27,6;29,3+56+60+27;57,3+29,3+60,8+27,8;;;;8;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;10D;100;E900;Siphoneugena reitzii;23,9+28;29,4+24,5;25,4+31,4;;;;10;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;10D;100;E293;Siphoneugena reitzii;37,3+16,9;24,7+37,8;38,8+23,9+11,7+10,5;;;;6;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;10D;100;E287;Myrceugenia regnelliana;31;30;;;;;8;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;10D;100;E295;Araucaria angustifolia;27,9;29,5;31,2;;;;9;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;10D;100;E296;Crinodendron brasiliense;79,3;;;;;;10;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;10D;100;E680;Crinodendron brasiliense;41,5+36,5;;;;;;6;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;10D;100;E518;Crinodendron brasiliense;69,5+101,5;77+103;77,9+107,9;;;;7;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;10D;100;G492;Prunus myrtifolia;;;17,2;;;;5,5;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;10D;100;G912;Drimys angustifolia;;;18,3;;;;3;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;10D;100;G950;Drimys angustifolia;;;16;;;;4;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;10D;100;G491;Drimys angustifolia;;;17,2;;;;4;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;10D;100;G918;Drimys angustifolia;;;16,5;;;;3,5;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;10D;100;F703;Drimys angustifolia;;;24,6;;;;8;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;10D;100;G959;Drimys angustifolia;;;24,3;;;;3;2016;2020;2024;15,7;Avançado
Parque São Joaquim/área 3-Urubici;PNSJ3;Urubici;-28,163586;-49,614516;3;1E;100;E480;Siphoneugena reitzii;48,5;49;50;;;;4;2016;2020;2024;15,7;Avançado
